Airline_Code,Airline_ID,Source_Airport,Source_Airport_ID,Destination_Airport,Destination_Airport_ID,Codeshare,Stops,Equipment
2B,410,AER,2965,KZN,2990,,0,CR2
2B,410,ASF,2966,KZN,2990,,0,CR2
2B,410,ASF,2966,MRV,2962,,0,CR2
2B,410,CEK,2968,KZN,2990,,0,CR2
2B,410,CEK,2968,OVB,4078,,0,CR2
2B,410,DME,4029,KZN,2990,,0,CR2
2B,410,DME,4029,NBC,6969,,0,CR2
2B,410,DME,4029,UUA,6160,,0,CR2
2B,410,EGO,6156,KGD,2952,,0,CR2
2B,410,EGO,6156,KZN,2990,,0,CR2
2B,410,GYD,2922,NBC,6969,,0,CR2
2B,410,KZN,2990,LED,2948,,0,CR2
2B,410,KZN,2990,SVX,2975,,0,CR2
2B,410,LED,2948,NBC,6969,,0,CR2
2B,410,LED,2948,UUA,6160,,0,CR2
2B,410,NBC,6969,SVX,2975,,0,CR2
2B,410,NJC,2972,SVX,2975,,0,CR2
2B,410,NJC,2972,UUA,6160,,0,CR2
2B,410,NUX,4364,SVX,2975,,0,CR2
2B,410,OVB,4078,SVX,2975,,0,CR2
2G,1654,BTK,2936,IKT,2937,,0,A81
2G,1654,BTK,2936,OVB,4078,,0,A81
2G,1654,HTA,2935,IKT,2937,,0,AN4
2G,1654,IKT,2937,ODO,8944,,0,AN4
2G,1654,IKT,2937,OVB,4078,,0,A81
2G,1654,IKT,2937,UKX,6924,,0,AN4
2G,1654,IKT,2937,ULK,9026,,0,AN4
2G,1654,IKT,2937,YKS,2923,,0,A81
2G,1654,MJZ,2925,OVB,4078,,0,A81
2I,8359,AYP,2786,LIM,2789,,0,142
2I,8359,CUZ,2812,LIM,2789,,0,142 141
2I,8359,CUZ,2812,PEM,2808,,0,142
2I,8359,HUU,6067,LIM,2789,,0,141
2I,8359,IQT,2801,PCL,2781,,0,143
2I,8359,IQT,2801,TPP,2806,,0,142
2I,8359,LIM,2789,PCL,2781,,0,143 146
2I,8359,LIM,2789,TPP,2806,,0,142 146
2I,8359,PCL,2781,TPP,2806,,0,146
2J,470,ABJ,253,BOY,247,,0,CRJ
2J,470,ABJ,253,OUA,246,,0,E70 CRJ M87
2J,470,ACC,248,OUA,246,,0,CRJ
2J,470,BKO,1044,ABJ,253,,0,M87
2J,470,BKO,1044,DKR,1084,,0,M87
2J,470,BKO,1044,OUA,246,,0,CRJ
2J,470,BOY,247,OUA,246,,0,CRJ
2J,470,COO,245,LFW,298,,0,M87
2J,470,COO,245,OUA,246,,0,M87
2J,470,DKR,1084,OUA,246,,0,M87
2J,470,LFW,298,OUA,246,,0,M87 CRJ
2J,470,NIM,280,OUA,246,,0,CRJ
2K,1338,BOG,2709,GYE,2673,,0,319
2K,1338,BOG,2709,UIO,2688,,0,319 320
2K,1338,CLO,2715,GYE,2673,,0,319
2K,1338,GYE,2673,SCY,6045,,0,319 320
2K,1338,GYE,2673,UIO,2688,,0,320 319
2K,1338,OCC,2670,UIO,2688,,0,319
2L,2750,BDS,1506,ZRH,1678,,0,100
2L,2750,BOD,1264,ZRH,1678,,0,100
2L,2750,BRS,490,ZRH,1678,,0,100
2L,2750,GVA,1665,LPA,1054,,0,319
2L,2750,LCA,1197,ZRH,1678,,0,319
2L,2750,LPA,1054,ZRH,1678,,0,319
2L,2750,RMF,4197,ZRH,1678,,0,319
2L,2750,TFS,1056,GVA,1665,,0,319
2N,3652,AJR,730,LYC,719,,0,ATP
2N,3652,ARN,737,GEV,715,,0,ATP
2N,3652,ARN,737,HAD,709,,0,SF3
2N,3652,ARN,737,JKG,688,,0,ATP SF3
2N,3652,ARN,737,KRF,718,,0,ATP
2N,3652,ARN,737,KSD,5595,,0,SF3
2N,3652,ARN,737,LYC,719,,0,ATP
2N,3652,ARN,737,MHQ,442,,0,SF3
2N,3652,ARN,737,OER,722,,0,ATR
2N,3652,ARN,737,POR,448,,0,SF3
2N,3652,ARN,737,TRF,664,,0,SF3
2N,3652,ARN,737,VBY,746,,0,SF3 ATP
2N,3652,ARN,737,VHM,729,,0,SF3
2N,3652,ARN,737,VXO,711,,0,SF3
2N,3652,GEV,715,KRF,718,,0,ATP
2N,3652,HAD,709,JKG,688,,0,ATP SF3
2N,3652,HAD,709,VXO,711,,0,SF3
2N,3652,HMV,5599,VHM,729,,0,SF3
2N,3652,KOK,435,POR,448,,0,SF3
2N,3652,MHQ,442,TKU,460,,0,SF3
2N,3652,OSL,644,VXO,711,,0,SF3
2O,146,ADQ,3531,AOS,7167,,0,BNI
2O,146,ADQ,3531,KKB,7168,,0,BNI
2O,146,ADQ,3531,KLN,7162,,0,BNI
2O,146,ADQ,3531,KOZ,7164,,0,BNI
2O,146,ADQ,3531,OLH,7163,,0,BNI
2O,146,AOS,7167,KZB,7176,,0,BNI
2O,146,KKB,7168,SYB,7173,,0,BNI
2O,146,KLN,7162,KYK,7161,,0,BNI
2O,146,KOZ,7164,ORI,7165,,0,BNI
2O,146,SYB,7173,KPR,7172,,0,BNI
2P,897,BSO,6019,MNL,2397,,0,DH4
2P,897,BXU,4200,MNL,2397,,0,320
2P,897,CBO,2399,MNL,2397,,0,320
2P,897,CGY,2400,MNL,2397,,0,320
2P,897,CRM,6024,MNL,2397,,0,DH4
2P,897,DGT,2425,MNL,2397,,0,320
2P,897,DWC,8076,MNL,2397,,0,330
2P,897,GES,6011,MNL,2397,Y,0,320
2P,897,KLO,2430,MNL,2397,,0,320
2P,897,LGP,4203,MNL,2397,,0,320
2P,897,MNL,2397,MPH,4002,,0,DH3
2P,897,MNL,2397,OZC,4204,,0,320
2P,897,MNL,2397,PPS,2433,,0,320
2P,897,MNL,2397,RXS,6026,,0,320
2P,897,MNL,2397,SUG,6016,,0,DH4
2P,897,MNL,2397,TUG,6021,,0,DH4
2P,897,MNL,2397,ZAM,2404,,0,320
2Z,1729,AUX,7376,PMW,4214,,0,AT7
2Z,1729,BRA,7373,BSB,2531,,0,AT7
2Z,1729,BRA,7373,SSA,2621,,0,AT7
2Z,1729,BSB,2531,OPS,7367,,0,AT7
2Z,1729,BSB,2531,RAO,2613,,0,AT7
2Z,1729,CAC,2535,GRU,2564,,0,AT7
2Z,1729,CGB,2548,GYN,2562,,0,AT7
2Z,1729,CGB,2548,OPS,7367,,0,AT7
2Z,1729,CGR,2538,DOU,7380,,0,AT7
2Z,1729,DOU,7380,GRU,2564,,0,AT7
2Z,1729,GIG,2560,RAO,2613,,0,AT7
2Z,1729,GRU,2564,RAO,2613,,0,AT7
2Z,1729,GRU,2564,UBA,2635,,0,AT7
2Z,1729,GRU,2564,UDI,2633,,0,AT7
2Z,1729,GRU,2564,VDC,6039,,0,AT7
2Z,1729,GYN,2562,PMW,4214,,0,AT7
2Z,1729,GYN,2562,RAO,2613,,0,AT7
2Z,1729,GYN,2562,UDI,2633,,0,AT7
2Z,1729,PLU,2528,RAO,2613,,0,AT7
2Z,1729,RAO,2613,SJP,2619,,0,AT7
2Z,1729,RAO,2613,UDI,2633,,0,AT7
2Z,1729,SSA,2621,VDC,6039,,0,AT7
2Z,1729,UBA,2635,UDI,2633,,0,AT7
3E,10739,BRL,5726,ORD,3830,,0,CNC
3E,10739,BRL,5726,STL,3678,,0,CNC
3E,10739,DEC,4042,ORD,3830,,0,CNC
3E,10739,DEC,4042,STL,3678,,0,CNC
3E,10739,JBR,3591,STL,3678,,0,CNC
3F,16262,CGA,7144,HYL,7145,,0,DHP
3F,16262,CGA,7144,KTN,3808,,0,DHP
3F,16262,HYL,7145,KTB,7147,,0,DHP
3F,16262,HYL,7145,KTN,3808,,0,DHP
3F,16262,KTB,7147,KTN,3808,,0,DHP
3F,16262,KTN,3808,MTM,7146,,0,DHP
3G,595,ACC,248,DKR,1084,,0,319
3G,595,ACC,248,LOS,273,,0,319
3G,595,ACC,248,ROB,1063,,0,319
3G,595,BCN,1218,BJL,1050,,0,319
3G,595,BJL,1050,DKR,1084,,0,319
3G,595,BJL,1050,FNA,1059,,0,319
3G,595,CKY,4162,OXB,5665,,0,319
3G,595,DKR,1084,DLA,897,,0,319
3G,595,DKR,1084,FNA,1059,,0,319
3G,595,DKR,1084,LOS,273,,0,319
3G,595,DKR,1084,OXB,5665,,0,319
3G,595,DLA,897,LOS,273,,0,319
3G,595,FNA,1059,LGW,502,,0,319
3G,595,FNA,1059,ROB,1063,,0,319
3G,595,LOS,273,ROB,1063,,0,319
3J,5521,JIB,4119,DXB,2188,,0,737
3J,5521,JIB,4119,JED,2072,,0,737
3J,5521,JIB,4119,MGQ,5687,,0,737
3J,5521,MGQ,5687,NBO,4059,,0,737
3K,3021,BKK,3885,SIN,3316,,0,320
3K,3021,DRW,3999,SIN,3316,,0,320
3K,3021,HAK,4120,SIN,3316,,0,320
3K,3021,HGH,3386,SIN,3316,,0,320
3K,3021,HKG,3077,SIN,3316,,0,320
3K,3021,HKT,3179,SIN,3316,,0,320
3K,3021,KIX,3992,MNL,2397,,0,320
3K,3021,KIX,3992,TPE,2276,,0,320
3K,3021,KUL,3304,SIN,3316,,0,320
3K,3021,MNL,2397,SIN,3316,,0,320
3K,3021,PEN,3308,SIN,3316,,0,320
3K,3021,PER,3351,SIN,3316,,0,320
3K,3021,PNH,3034,SIN,3316,,0,320
3K,3021,REP,3035,SIN,3316,,0,320
3K,3021,RGN,3239,SIN,3316,,0,320
3K,3021,SGN,3205,SIN,3316,,0,320
3K,3021,SIN,3316,SWA,4302,,0,320
3K,3021,SIN,3316,TPE,2276,,0,320
3L,2916,ACH,1679,EBA,1558,,0,DH3
3L,2916,DRS,338,ZRH,1678,,0,DH3
3L,2916,DUS,345,FDH,382,,0,DH3
3L,2916,EBA,1558,FDH,382,,0,DH3
3L,2916,EBA,1558,MUC,346,,0,DH3
3L,2916,EBA,1558,ZRH,1678,,0,DH3
3L,2916,FDH,382,HAM,342,,0,AT7
3L,2916,FDH,382,OLB,1520,,0,AT7
3L,2916,FDH,382,TXL,351,,0,AT7
3L,2916,FDH,382,ZAD,1209,,0,AT7
3L,2916,FMM,3986,NAP,1561,,0,AT7
3L,2916,GRZ,1609,ZRH,1678,,0,DH3
3L,2916,SZG,1612,ZRH,1678,,0,DH3
3O,9818,AMS,580,NDR,5673,,0,320
3O,9818,AMS,580,TNG,1080,,0,320
3O,9818,BCN,1218,CMN,1074,,0,320
3O,9818,BCN,1218,NDR,5673,,0,320
3O,9818,BCN,1218,TNG,1080,,0,320
3O,9818,BGY,1525,CMN,1074,,0,320
3O,9818,BLQ,1538,CMN,1074,,0,320
3O,9818,BRU,302,CMN,1074,,0,320
3O,9818,BRU,302,NDR,5673,,0,320
3O,9818,BRU,302,TNG,1080,,0,320
3O,9818,CGN,344,NDR,5673,,0,320
3O,9818,CMN,1074,CUF,1534,,0,320
3O,9818,CMN,1074,LGW,502,,0,320
3O,9818,CMN,1074,LYS,1335,,0,320
3O,9818,CMN,1074,MPL,1359,,0,320
3O,9818,CMN,1074,SAW,4317,,0,320
3O,9818,CMN,1074,TLS,1273,,0,320
3O,9818,CMN,1074,TSF,1539,,0,320
3O,9818,FEZ,1066,MPL,1359,,0,320
3O,9818,LGW,502,TNG,1080,,0,320
3O,9818,MPL,1359,NDR,5673,,0,320
3O,9818,NDR,5673,PMI,3998,,0,320
3P,5002,AUA,2895,LSP,2844,,0,SH6
3P,5002,AUA,2895,MAR,2848,,0,SH6
3P,5002,BON,2896,CUR,2897,,0,SH6
3P,5002,CUR,2897,AUA,2895,,0,SH6
3R,3545,ASF,2966,DME,4029,,0,SU9
3R,3545,ASF,2966,LED,2948,,0,SU9
3R,3545,BHK,2980,DME,4029,,0,734
3R,3545,DME,4029,EGO,6156,,0,SU9
3R,3545,DME,4029,FEG,6149,,0,734
3R,3545,DME,4029,KSQ,6153,,0,734
3R,3545,DME,4029,NMA,6150,,0,734
3R,3545,DME,4029,NVI,6485,,0,734
3R,3545,DME,4029,SKD,2981,,0,734
3R,3545,DME,4029,TIV,1743,,0,SU9 73G
3S,11741,ANU,2874,PTP,2881,,0,AT5
3S,11741,CAY,2774,FDF,2878,,0,320
3S,11741,CUR,2897,SDQ,1762,,0,AT5
3S,11741,DOM,2877,PTP,2881,,0,AT5
3S,11741,DOM,2877,SXM,2899,,0,AT5
3S,11741,FDF,2878,PTP,2881,,0,AT5 320
3S,11741,FDF,2878,SDQ,1762,,0,AT5
3S,11741,FDF,2878,SLU,2893,,0,AT5
3S,11741,PTP,2881,SBH,6460,,0,DHT
3S,11741,PTP,2881,SDQ,1762,,0,AT5
3S,11741,PTP,2881,SFG,2879,,0,AT5
3S,11741,PTP,2881,SXM,2899,,0,AT5
3S,11741,SDQ,1762,SXM,2899,,0,AT5
3U,4608,BHY,6351,XIY,3379,,0,321
3U,4608,CAN,3370,CKG,3393,,0,321 320
3U,4608,CAN,3370,CTU,3395,,0,321 320 330
3U,4608,CAN,3370,SPN,2244,,0,330
3U,4608,CGO,3375,CGQ,4380,,0,321
3U,4608,CGO,3375,CKG,3393,,0,321
3U,4608,CGO,3375,CTU,3395,,0,321
3U,4608,CGO,3375,HGH,3386,,0,320
3U,4608,CGO,3375,HRB,3400,,0,320
3U,4608,CGO,3375,KMG,3382,,0,320
3U,4608,CGO,3375,URC,3399,,0,320
3U,4608,CGQ,4380,NKG,3388,,0,320
3U,4608,CGQ,4380,TNA,4108,,0,321
3U,4608,CGQ,4380,TSN,3368,,0,320 319
3U,4608,CKG,3393,CSX,3371,,0,319 321
3U,4608,CKG,3393,CTU,3395,,0,330
3U,4608,CKG,3393,CZX,4109,,0,320
3U,4608,CKG,3393,DLC,3404,,0,320
3U,4608,CKG,3393,DYG,6353,,0,320
3U,4608,CKG,3393,HAK,4120,,0,319
3U,4608,CKG,3393,HGH,3386,,0,320 319
3U,4608,CKG,3393,HKT,3179,,0,321
3U,4608,CKG,3393,INC,4085,,0,321
3U,4608,CKG,3393,KHN,3384,,0,319
3U,4608,CKG,3393,KMG,3382,,0,319 320
3U,4608,CKG,3393,LHW,6431,,0,319 321
3U,4608,CKG,3393,LJG,4033,,0,319
3U,4608,CKG,3393,LXA,4097,,0,319
3U,4608,CKG,3393,NGB,3387,,0,319
3U,4608,CKG,3393,NKG,3388,,0,319
3U,4608,CKG,3393,NNG,3373,,0,319
3U,4608,CKG,3393,PEK,3364,,0,321 319 320
3U,4608,CKG,3393,PVG,3406,,0,320 319
3U,4608,CKG,3393,PZI,6435,,0,319
3U,4608,CKG,3393,SWA,4302,,0,319
3U,4608,CKG,3393,SYD,3361,,0,330
3U,4608,CKG,3393,SYX,4030,,0,320
3U,4608,CKG,3393,SZX,3374,,0,320
3U,4608,CKG,3393,TNA,4108,,0,321
3U,4608,CKG,3393,TSA,2275,,0,320
3U,4608,CKG,3393,TSN,3368,,0,319
3U,4608,CKG,3393,TYN,3369,,0,321
3U,4608,CKG,3393,URC,3399,,0,320
3U,4608,CKG,3393,WUH,3376,,0,319
3U,4608,CKG,3393,WUX,6390,,0,319
3U,4608,CKG,3393,XIY,3379,,0,319
3U,4608,CKG,3393,XNN,6366,,0,320
3U,4608,CKG,3393,YIH,6361,,0,319
3U,4608,CKG,3393,ZHA,6357,,0,319
3U,4608,CSX,3371,CTU,3395,,0,320
3U,4608,CSX,3371,FOC,3385,,0,320
3U,4608,CSX,3371,KMG,3382,,0,320
3U,4608,CSX,3371,SHE,4144,,0,320
3U,4608,CSX,3371,WNZ,6392,,0,319
3U,4608,CSX,3371,XMN,3383,,0,321
3U,4608,CTU,3395,DCY,9310,,0,319
3U,4608,CTU,3395,DSN,6434,,0,319
3U,4608,CTU,3395,HAK,4120,,0,321
3U,4608,CTU,3395,HDG,8407,,0,319
3U,4608,CTU,3395,HET,6345,,0,320
3U,4608,CTU,3395,HFE,3389,,0,321
3U,4608,CTU,3395,HGH,3386,,0,320 319
3U,4608,CTU,3395,HKG,3077,,0,320
3U,4608,CTU,3395,HKT,3179,,0,321
3U,4608,CTU,3395,ICN,3930,,0,321
3U,4608,CTU,3395,INC,4085,,0,321
3U,4608,CTU,3395,JHG,4055,,0,319
3U,4608,CTU,3395,JIQ,8781,,0,320
3U,4608,CTU,3395,JZH,4301,,0,319
3U,4608,CTU,3395,KHN,3384,,0,321
3U,4608,CTU,3395,KMG,3382,,0,320
3U,4608,CTU,3395,KOW,6379,,0,320
3U,4608,CTU,3395,KWE,3394,,0,320
3U,4608,CTU,3395,LHW,6431,,0,319
3U,4608,CTU,3395,LJG,4033,,0,319
3U,4608,CTU,3395,LUM,6376,,0,319
3U,4608,CTU,3395,LXA,4097,,0,330 319
3U,4608,CTU,3395,LZY,6402,,0,319
3U,4608,CTU,3395,MEL,3339,,0,330
3U,4608,CTU,3395,NKG,3388,,0,319 320
3U,4608,CTU,3395,NNG,3373,,0,319 320
3U,4608,CTU,3395,PEK,3364,,0,330 321 320
3U,4608,CTU,3395,PVG,3406,,0,321 330
3U,4608,CTU,3395,PZI,6435,,0,319
3U,4608,CTU,3395,SHE,4144,,0,330
3U,4608,CTU,3395,SJW,6347,,0,320
3U,4608,CTU,3395,SYX,4030,,0,321
3U,4608,CTU,3395,SZX,3374,,0,320 321
3U,4608,CTU,3395,TAO,3390,,0,321
3U,4608,CTU,3395,TNA,4108,,0,321
3U,4608,CTU,3395,TSA,2275,,0,320
3U,4608,CTU,3395,TSN,3368,,0,321
3U,4608,CTU,3395,TYN,3369,,0,319
3U,4608,CTU,3395,URC,3399,,0,319 330
3U,4608,CTU,3395,WNZ,6392,,0,320
3U,4608,CTU,3395,WUH,3376,,0,319
3U,4608,CTU,3395,WUX,6390,,0,320
3U,4608,CTU,3395,WXN,6403,,0,319
3U,4608,CTU,3395,XIC,3396,,0,320
3U,4608,CTU,3395,XIY,3379,,0,320 319
3U,4608,CTU,3395,XMN,3383,,0,320
3U,4608,CTU,3395,XNN,6366,,0,320
3U,4608,CTU,3395,XUZ,4149,,0,320
3U,4608,CTU,3395,YIH,6361,,0,320
3U,4608,CTU,3395,YTY,8876,,0,319
3U,4608,CZX,4109,HRB,3400,,0,321
3U,4608,CZX,4109,XMN,3383,,0,321
3U,4608,CZX,4109,ZUH,6355,,0,320
3U,4608,DAT,6344,TYN,3369,,0,319
3U,4608,DLC,3404,HGH,3386,,0,320
3U,4608,DLC,3404,HRB,3400,,0,320
3U,4608,DLC,3404,TNA,4108,,0,321
3U,4608,DLC,3404,XUZ,4149,,0,320
3U,4608,DNH,4308,LHW,6431,,0,319
3U,4608,DSN,6434,SHE,4144,,0,319
3U,4608,DYG,6353,NKG,3388,,0,319
3U,4608,FOC,3385,XIY,3379,,0,319
3U,4608,GXH,9311,LXA,4097,,0,319
3U,4608,GXH,9311,XIY,3379,,0,319
3U,4608,HAK,4120,HGH,3386,,0,320
3U,4608,HAK,4120,NGB,3387,,0,321
3U,4608,HAK,4120,ZUH,6355,,0,320
3U,4608,HGH,3386,KWE,3394,,0,320
3U,4608,HGH,3386,TSN,3368,,0,320
3U,4608,HGH,3386,TYN,3369,,0,320
3U,4608,HKG,3077,YIH,6361,,0,320
3U,4608,HKG,3077,ZHA,6357,,0,319
3U,4608,HRB,3400,INC,4085,,0,321
3U,4608,HRB,3400,NGB,3387,,0,321
3U,4608,HRB,3400,NKG,3388,,0,319
3U,4608,HRB,3400,NZH,6954,,0,321
3U,4608,HRB,3400,SJW,6347,,0,321
3U,4608,HRB,3400,TNA,4108,,0,320 321
3U,4608,HRB,3400,TSN,3368,,0,321
3U,4608,HRB,3400,WNZ,6392,,0,321
3U,4608,HRB,3400,WUH,3376,,0,321
3U,4608,HRB,3400,XIY,3379,,0,321
3U,4608,HRB,3400,XUZ,4149,,0,320 321
3U,4608,INC,4085,KWL,3372,,0,320
3U,4608,JGN,6432,LHW,6431,,0,319
3U,4608,JHG,4055,KMG,3382,,0,319
3U,4608,JJN,6386,KWE,3394,,0,320
3U,4608,JJN,6386,WUH,3376,,0,319
3U,4608,KHG,3397,URC,3399,,0,319
3U,4608,KHN,3384,KMG,3382,,0,319
3U,4608,KHN,3384,NGB,3387,,0,321
3U,4608,KMG,3382,KWE,3394,,0,320
3U,4608,KMG,3382,LUM,6376,,0,319
3U,4608,KMG,3382,NGB,3387,,0,320
3U,4608,KMG,3382,NKG,3388,,0,320
3U,4608,KMG,3382,TAO,3390,,0,320
3U,4608,KMG,3382,TNA,4108,,0,320
3U,4608,KMG,3382,TPE,2276,,0,320
3U,4608,KMG,3382,WXN,6403,,0,320
3U,4608,KMG,3382,XIY,3379,,0,320
3U,4608,KMG,3382,XMN,3383,,0,320
3U,4608,KMG,3382,XUZ,4149,,0,320
3U,4608,KOW,6379,XMN,3383,,0,320
3U,4608,KWE,3394,LHW,6431,,0,321
3U,4608,KWE,3394,SYX,4030,,0,321
3U,4608,KWE,3394,WNZ,6392,,0,320
3U,4608,KWE,3394,XUZ,4149,,0,321
3U,4608,KWL,3372,SJW,6347,,0,321
3U,4608,KWL,3372,SYX,4030,,0,320
3U,4608,LHW,6431,TSN,3368,,0,321
3U,4608,LJG,4033,MIG,6400,,0,319
3U,4608,LXA,4097,XIY,3379,,0,319
3U,4608,LXA,4097,XNN,6366,,0,319
3U,4608,LYI,6385,XIY,3379,,0,319 320
3U,4608,MIG,6400,NKG,3388,,0,319
3U,4608,MIG,6400,SYX,4030,,0,320
3U,4608,MIG,6400,XNN,6366,,0,320
3U,4608,NGB,3387,SHE,4144,,0,321
3U,4608,NGB,3387,SYX,4030,,0,321
3U,4608,NKG,3388,SYX,4030,,0,320
3U,4608,NNG,3373,SGN,3205,,0,320
3U,4608,NNG,3373,WUH,3376,,0,321
3U,4608,NTG,5475,WUH,3376,,0,319
3U,4608,PEK,3364,WXN,6403,,0,320
3U,4608,PEK,3364,ZHY,8043,,0,320
3U,4608,PVG,3406,SPN,2244,,0,330
3U,4608,SHE,4144,TYN,3369,,0,321
3U,4608,SHE,4144,XUZ,4149,,0,320
3U,4608,SHE,4144,YVR,156,,0,330
3U,4608,SYX,4030,TNA,4108,,0,321
3U,4608,SYX,4030,WNZ,6392,,0,321
3U,4608,SYX,4030,YBP,4110,,0,319
3U,4608,SZX,3374,WXN,6403,,0,319
3U,4608,TNA,4108,XIY,3379,,0,320
3U,4608,TVS,8858,TYN,3369,,0,319
3U,4608,URC,3399,XIY,3379,,0,319
3U,4608,UYN,6368,XIY,3379,,0,319
3U,4608,XIY,3379,XMN,3383,,0,319
3U,4608,XIY,3379,XNN,6366,,0,319
3U,4608,XIY,3379,YBP,4110,,0,319
3U,4608,XNN,6366,ZHY,8043,,0,320
4D,442,CAI,1128,TLV,1590,,0,E70
4G,2524,EYK,8428,VKO,2988,,0,YK2
4G,2524,NCU,6151,VKO,2988,,0,73G
4G,2524,NUX,4364,TJM,4111,,0,TU5
4G,2524,NUX,4364,UFA,2992,,0,TU5
4G,2524,NUX,4364,VKO,2988,,0,73G TU5
4G,2524,NYM,6143,OVS,6140,,0,YK4
4G,2524,NYM,6143,VKO,2988,,0,73G
4G,2524,OVS,6140,SVX,2975,,0,YK4
4G,2524,OVS,6140,VKO,2988,,0,YK2
4G,2524,UCT,4368,VKO,2988,,0,YK2
4H,8463,BKK,3885,DAC,3076,,0,AT7
4H,8463,BZL,6176,DAC,3076,,0,DH8
4H,8463,CCU,3043,CGP,3069,,0,AT7
4H,8463,CCU,3043,DAC,3076,,0,AT7
4H,8463,CGP,3069,DAC,3076,,0,DH8
4H,8463,CGP,3069,MCT,2194,,0,313
4H,8463,CXB,3068,DAC,3076,,0,DH8
4H,8463,DAC,3076,DXB,2188,,0,313
4H,8463,DAC,3076,JED,2072,,0,313
4H,8463,DAC,3076,JSR,3071,,0,DH8
4H,8463,DAC,3076,KTM,3125,,0,AT7
4H,8463,DAC,3076,KUL,3304,,0,AT7
4H,8463,DAC,3076,MCT,2194,,0,313
4H,8463,DAC,3076,SPD,3073,,0,DH8
4H,8463,DAC,3076,ZYL,3074,,0,313
4H,8463,RJH,3072,DAC,3076,,0,DH8
4H,8463,SPD,3073,RJH,3072,,0,DH8
4K,29,YGZ,5498,YRB,128,,0,DHT
4M,3201,DFW,3670,EZE,3988,Y,0,777
4M,3201,EZE,3988,JFK,3797,Y,0,777
4M,3201,EZE,3988,MIA,3576,,0,777 763
4M,3201,EZE,3988,PUJ,1760,,0,763
4M,3201,MIA,3576,PUJ,1760,,0,763
4N,341,YEG,49,YXY,176,,0,737
4N,341,YLW,87,YVR,156,,0,737
4N,341,YLW,87,YXY,176,,0,737
4N,341,YOW,100,YZF,196,,0,737
4N,341,YVR,156,YXY,176,,0,737
4N,341,YXY,176,YYC,178,,0,737
4N,341,YXY,176,YZF,196,,0,737
4N,341,YYC,178,YEG,49,,0,737
4O,17885,ACA,1783,MEX,1824,,0,320
4O,17885,ACA,1783,TLC,1850,,0,320
4O,17885,AGU,1785,MEX,1824,,0,SU9
4O,17885,BOG,2709,MEX,1824,,0,320
4O,17885,CEN,1794,MEX,1824,,0,320
4O,17885,CJS,1796,MEX,1824,,0,320
4O,17885,CME,1789,MEX,1824,,0,320
4O,17885,CPE,1795,MEX,1824,,0,SU9
4O,17885,CTM,1793,MEX,1824,,0,320
4O,17885,CUL,1792,MEX,1824,,0,320
4O,17885,CUN,1852,MEX,1824,,0,320
4O,17885,CUN,1852,MTY,1825,,0,320
4O,17885,CUN,1852,TLC,1850,,0,320
4O,17885,CUU,1797,MEX,1824,,0,320
4O,17885,CZM,1800,MEX,1824,,0,320
4O,17885,GDL,1804,MEX,1824,,0,320
4O,17885,GDL,1804,MTY,1825,,0,320
4O,17885,GDL,1804,SAT,3621,,0,320
4O,17885,GDL,1804,SJD,1840,,0,320
4O,17885,GDL,1804,SNA,3867,,0,320
4O,17885,GDL,1804,TIJ,1847,,0,320
4O,17885,GUA,1767,MEX,1824,,0,320
4O,17885,HAV,1909,MEX,1824,,0,320
4O,17885,HMO,1807,MEX,1824,,0,320
4O,17885,HUX,1786,MEX,1824,,0,320
4O,17885,JFK,3797,MEX,1824,,0,320
4O,17885,LAP,1816,MEX,1824,,0,SU9
4O,17885,LAS,3877,MTY,1825,,0,320
4O,17885,LAS,3877,TLC,1850,,0,320
4O,17885,MEX,1824,MIA,3576,,0,320
4O,17885,MEX,1824,MID,1819,,0,320
4O,17885,MEX,1824,MTT,1822,,0,SU9
4O,17885,MEX,1824,MTY,1825,,0,320
4O,17885,MEX,1824,MZT,1826,,0,SU9
4O,17885,MEX,1824,OAX,1829,,0,320
4O,17885,MEX,1824,PVR,1836,,0,320
4O,17885,MEX,1824,REX,1839,,0,SU9
4O,17885,MEX,1824,SAT,3621,,0,320
4O,17885,MEX,1824,SJD,1840,,0,320
4O,17885,MEX,1824,SJO,1885,,0,320
4O,17885,MEX,1824,SNA,3867,,0,320
4O,17885,MEX,1824,TAM,1848,,0,320
4O,17885,MEX,1824,TGZ,1846,,0,320
4O,17885,MEX,1824,TIJ,1847,,0,320
4O,17885,MEX,1824,TRC,1845,,0,SU9
4O,17885,MEX,1824,VER,1854,,0,320
4O,17885,MEX,1824,VSA,1853,,0,320
4O,17885,MEX,1824,ZCL,1855,,0,SU9
4O,17885,MEX,1824,ZIH,1856,,0,320
4O,17885,MEX,1824,ZLO,1858,,0,SU9
4O,17885,MTY,1825,SAT,3621,,0,320
4O,17885,MTY,1825,TLC,1850,,0,320
4O,17885,PVR,1836,TLC,1850,,0,320
4O,17885,SAT,3621,TLC,1850,,0,320
4O,17885,SJD,1840,TLC,1850,,0,320
4O,17885,TLC,1850,ZIH,1856,,0,320
4Q,10758,DEL,3093,HEA,2048,,0,320
4Q,10758,DEL,3093,KBL,2050,,0,320
4Q,10758,DXB,2188,KBL,2050,,0,319
4Q,10758,HEA,2048,ISB,2223,,0,319
4Q,10758,HEA,2048,KBL,2050,,0,319 320
4Q,10758,ISB,2223,KBL,2050,,0,319
