Airline_ID,Airline_Name,Destination_Airport,Destination_Airport_ID,Source_Airport,Source_Airport_ID
840,Air Algerie,YUL,96268,AAE,40005
2041,Aigle Azur,MRS,68483,AAE,40005
840,Air Algerie,LHR,65698,AAE,40005
1001,Norwegian,BOS,42995,AAL,40012
1001,Norwegian,BKK,42795,AAL,40012
1001,Norwegian,TLV,84326,AAL,40012
1001,Norwegian,LCA,65441,AAL,40012
7,Vueling Airlines,BCN,42414,AAL,40012
1001,Norwegian,CPH,45336,AAL,40012
1001,Norwegian,SJJ,81914,AAL,40012
1001,Norwegian,DBV,46982,AAL,40012
1001,Norwegian,MLA,68177,AAL,40012
1001,Norwegian,DUB,47874,AAL,40012
1001,Norwegian,SVG,82487,AAL,40012
471,Jet Airways,COK,45291,AAN,40014
1892,Nile Air,CAI,44617,AAN,40014
1468,Shaheen Air,PEW,74775,AAN,40014
288,Etihad Airways,JED,60932,AAN,40014
288,Etihad Airways,DOH,47592,AAN,40014
1913,Oman Air,IKA,58913,AAN,40014
288,Etihad Airways,BEY,42521,AAN,40014
288,Etihad Airways,DTW,47847,AAN,40014
288,Etihad Airways,CTU,45541,AAN,40014
288,Etihad Airways,MLE,68181,AAN,40014
288,Etihad Airways,DME,47493,AAN,40014
288,Etihad Airways,TLS,84323,AAN,40014
1687,S7 Airlines,LHR,65698,AAQ,40017
857,Finnair,BKK,42795,AAR,40018
1707,SAS,SIN,81870,AAR,40018
1707,SAS,KEF,63238,AAR,40018
1755,Turkish Airlines,BEY,42521,AAR,40018
1707,SAS,WAW,90711,AAR,40018
1707,SAS,HEL,56332,AAR,40018
1707,SAS,VIE,88773,AAR,40018
1707,SAS,AGP,40304,AAR,40018
1707,SAS,LUX,66328,AAR,40018
1707,SAS,FAO,51535,AAR,40018
1707,SAS,TLL,84316,AAR,40018
1707,SAS,OTP,73184,AAR,40018
881,British Airways,BMA,42881,AAR,40018
1707,SAS,ARN,40830,AAR,40018
1707,SAS,CPH,45336,AAR,40018
1707,SAS,BLQ,42849,AAR,40018
1515,Czech Airlines,BUD,43268,AAR,40018
1515,Czech Airlines,SPU,82213,AAR,40018
1707,SAS,MLA,68177,AAR,40018
1707,SAS,ATH,40920,AAR,40018
1707,SAS,DUB,47874,AAR,40018
1707,SAS,AMS,40595,AAR,40018
881,British Airways,OSL,73132,AAR,40018
1707,SAS,OSL,73132,AAR,40018
1707,SAS,RIX,79576,AAR,40018
1707,SAS,FAE,51525,AAR,40018
1707,SAS,BRU,43141,AAR,40018
1707,SAS,ZRH,98424,AAR,40018
1707,SAS,CDG,44759,AAR,40018
1707,SAS,VNO,89023,AAR,40018
1515,Czech Airlines,PRG,75383,AAR,40018
1707,SAS,DUS,47891,AAR,40018
1755,Turkish Airlines,IKA,58913,AAR,40018
1755,Turkish Airlines,KIV,63446,AAR,40018
1687,S7 Airlines,AMM,40589,ABA,40049
1687,S7 Airlines,DOH,47592,ABA,40049
1687,S7 Airlines,TLV,84326,ABA,40049
1687,S7 Airlines,LCA,65441,ABA,40049
1687,S7 Airlines,DXB,48018,ABA,40049
1717,Aeroflot,JFK,60987,ABA,40049
1687,S7 Airlines,TIV,84182,ABA,40049
1687,S7 Airlines,FRU,52357,ABA,40049
1687,S7 Airlines,LBD,65396,ABA,40049
1687,S7 Airlines,ASB,40866,ABA,40049
1687,S7 Airlines,FEG,51719,ABA,40049
1687,S7 Airlines,ALA,40529,ABA,40049
1687,S7 Airlines,KUT,64020,ABA,40049
1687,S7 Airlines,EVN,50238,ABA,40049
1687,S7 Airlines,OVB,73266,ABA,40049
1687,S7 Airlines,VIE,88773,ABA,40049
1687,S7 Airlines,IBZ,58506,ABA,40049
1687,S7 Airlines,LIS,65747,ABA,40049
1687,S7 Airlines,NAP,69968,ABA,40049
1687,S7 Airlines,PUY,75545,ABA,40049
1687,S7 Airlines,KGS,63347,ABA,40049
1687,S7 Airlines,VAR,88402,ABA,40049
1687,S7 Airlines,LHR,65698,ABA,40049
1687,S7 Airlines,MSQ,68529,ABA,40049
1687,S7 Airlines,TXL,84892,ABA,40049
1687,S7 Airlines,SIP,81872,ABA,40049
1793,United,YYC,96451,ABE,40053
1108,Allegiant Air,SFB,81714,ABE,40053
1793,United,SJU,81925,ABE,40053
1793,United,PUJ,75530,ABE,40053
1793,United,AUA,40961,ABE,40053
1793,United,PVG,75575,ABE,40053
1793,United,ICN,58542,ABE,40053
1793,United,HND,56756,ABE,40053
1859,Virgin Atlantic,MBJ,67706,ABE,40053
1324,KLM,BCN,42414,ABE,40053
1324,KLM,LIS,65747,ABE,40053
1324,KLM,FCO,51631,ABE,40053
1324,KLM,ATH,40920,ABE,40053
1324,KLM,DUB,47874,ABE,40053
1793,United,AMS,40595,ABE,40053
1793,United,BRU,43141,ABE,40053
1859,Virgin Atlantic,LHR,65698,ABE,40053
1793,United,MUC,68611,ABE,40053
1793,United,SIN,81870,ABE,40053
1324,KLM,TLV,84326,ABE,40053
1324,KLM,PRG,75383,ABE,40053
1324,KLM,CPH,45336,ABE,40053
1324,KLM,KEF,63238,ABE,40053
1324,KLM,TRF,84598,ABE,40053
1324,KLM,BKK,42795,ABE,40053
1324,KLM,LUX,66328,ABE,40053
1324,KLM,VNO,89023,ABE,40053
1324,KLM,RIX,79576,ABE,40053
851,Alaska Airlines,YEG,95495,ABI,40057
851,Alaska Airlines,BOI,42985,ABI,40057
288,Etihad Airways,RUH,80136,ABI,40057
288,Etihad Airways,KWI,64105,ABI,40057
288,Etihad Airways,DPS,47651,ABI,40057
288,Etihad Airways,NBO,70015,ABI,40057
1765,Tunisair,NIM,70349,ABJ,40058
1793,United,TPE,84501,ABQ,40065
881,British Airways,AMM,40589,ABQ,40065
835,Air Canada,HKG,56615,ABQ,40065
870,jetBlue,LIM,65741,ABQ,40065
870,jetBlue,MDE,67797,ABQ,40065
835,Air Canada,EZE,50421,ABQ,40065
1606,Qantas,AKL,40492,ABQ,40065
941,Copa,CCS,44723,ABQ,40065
870,jetBlue,KEF,63238,ABQ,40065
941,Copa,SCL,81580,ABQ,40065
941,Copa,GIG,54215,ABQ,40065
1793,United,YVR,96322,ABQ,40065
1902,Southwest Airlines,MEX,67864,ABQ,40065
1793,United,MEX,67864,ABQ,40065
1717,Aeroflot,DXB,48018,ABQ,40065
1108,Allegiant Air,LAS,65363,ABQ,40065
1464,ANA,SYD,82628,ABQ,40065
870,jetBlue,GND,54452,ABQ,40065
1793,United,SJU,81925,ABQ,40065
870,jetBlue,PAP,74576,ABQ,40065
870,jetBlue,SDQ,81633,ABQ,40065
870,jetBlue,STT,82404,ABQ,40065
1902,Southwest Airlines,BZE,43509,ABQ,40065
1793,United,BZE,43509,ABQ,40065
1793,United,NAS,69971,ABQ,40065
1793,United,AUA,40961,ABQ,40065
1793,United,GCM,53933,ABQ,40065
870,jetBlue,BGI,42601,ABQ,40065
870,jetBlue,CUR,45586,ABQ,40065
1793,United,SJO,81919,ABQ,40065
1902,Southwest Airlines,SJO,81919,ABQ,40065
941,Copa,SAL,81484,ABQ,40065
1793,United,PTY,75497,ABQ,40065
881,British Airways,VIE,88773,ABQ,40065
288,Etihad Airways,LOS,66035,ABQ,40065
881,British Airways,DUB,47874,ABQ,40065
881,British Airways,ZRH,98424,ABQ,40065
881,British Airways,IST,59316,ABQ,40065
1464,ANA,SGN,81774,ABQ,40065
288,Etihad Airways,BEY,42521,ABQ,40065
288,Etihad Airways,CAI,44617,ABQ,40065
881,British Airways,ALG,40535,ABQ,40065
1368,Lufthansa,SJJ,81914,ABQ,40065
881,British Airways,GIB,54210,ABQ,40065
881,British Airways,DEL,47116,ABQ,40065
288,Etihad Airways,DAR,46930,ABQ,40065
1718,Saudia,MNL,68284,ABT,40068
1718,Saudia,JED,60932,ABT,40068
1718,Saudia,YYZ,96474,ABT,40068
1961,Flynas,DXB,48018,ABT,40068
1718,Saudia,MLE,68181,ABT,40068
1718,Saudia,MAD,67652,ABT,40068
1239,Wings Air,KOE,63717,ABU,40069
1427,EgyptAir,BKK,42795,ABV,40070
1328,ASKY Airlines,COO,45295,ABV,40070
1044,Ethiopian Airlines,MBA,67697,ABV,40070
1044,Ethiopian Airlines,MNL,68284,ABV,40070
1755,Turkish Airlines,IST,59316,ABV,40070
1427,EgyptAir,IST,59316,ABV,40070
1044,Ethiopian Airlines,DMM,47501,ABV,40070
1427,EgyptAir,AMM,40589,ABV,40070
1755,Turkish Airlines,KUL,64012,ABV,40070
1044,Ethiopian Airlines,GBE,53877,ABV,40070
1044,Ethiopian Airlines,FIH,51912,ABV,40070
262,Air Côte dIvoire,DLA,47441,ABV,40070
262,Air Côte dIvoire,ROB,79842,ABV,40070
1044,Ethiopian Airlines,VFA,88625,ABV,40070
1044,Ethiopian Airlines,KGL,63340,ABV,40070
1044,Ethiopian Airlines,CAI,44617,ABV,40070
1427,EgyptAir,CAI,44617,ABV,40070
1328,ASKY Airlines,ABJ,40058,ABV,40070
262,Air Côte dIvoire,ABJ,40058,ABV,40070
1044,Ethiopian Airlines,ADD,40148,ABV,40070
262,Air Côte dIvoire,ACC,40099,ABV,40070
1427,EgyptAir,ALG,40535,ABV,40070
838,Air France,CAY,44633,ABV,40070
838,Air France,BOG,42983,ABV,40070
881,British Airways,EZE,50421,ABV,40070
838,Air France,SCL,81580,ABV,40070
1044,Ethiopian Airlines,GRU,54661,ABV,40070
1427,EgyptAir,YYZ,96474,ABV,40070
1755,Turkish Airlines,IKA,58913,ABV,40070
1044,Ethiopian Airlines,LCA,65441,ABV,40070
1427,EgyptAir,DXB,48018,ABV,40070
1427,EgyptAir,EBL,49276,ABV,40070
1044,Ethiopian Airlines,BLZ,42858,ABV,40070
838,Air France,PTP,75488,ABV,40070
838,Air France,HAV,56150,ABV,40070
1044,Ethiopian Airlines,PEK,74763,ABV,40070
1044,Ethiopian Airlines,BOM,42989,ABV,40070
838,Air France,FDF,51670,ABV,40070
1755,Turkish Airlines,TBS,83843,ABV,40070
1755,Turkish Airlines,LHE,65685,ABV,40070
1427,EgyptAir,TUN,84750,ABV,40070
1427,EgyptAir,VIE,88773,ABV,40070
1044,Ethiopian Airlines,MAD,67652,ABV,40070
1044,Ethiopian Airlines,ARN,40830,ABV,40070
1427,EgyptAir,CPH,45336,ABV,40070
1044,Ethiopian Airlines,ZNZ,98250,ABV,40070
1328,ASKY Airlines,NIM,70349,ABV,40070
458,DanaAir,QUO,77839,ABV,40070
1044,Ethiopian Airlines,KRT,63876,ABV,40070
262,Air Côte dIvoire,DKR,47410,ABV,40070
241,South African Airways,JNB,61362,ABV,40070
1044,Ethiopian Airlines,CPT,45348,ABV,40070
1044,Ethiopian Airlines,EBB,49266,ABV,40070
1368,Lufthansa,BEG,42503,ABV,40070
1044,Ethiopian Airlines,MXP,68768,ABV,40070
1755,Turkish Airlines,BUD,43268,ABV,40070
1368,Lufthansa,ZAG,97607,ABV,40070
1368,Lufthansa,MLA,68177,ABV,40070
1427,EgyptAir,ATH,40920,ABV,40070
1755,Turkish Airlines,DUB,47874,ABV,40070
1427,EgyptAir,AMS,40595,ABV,40070
1044,Ethiopian Airlines,OSL,73132,ABV,40070
1044,Ethiopian Airlines,BRU,43141,ABV,40070
1427,EgyptAir,GVA,54833,ABV,40070
1427,EgyptAir,KBP,63104,ABV,40070
1044,Ethiopian Airlines,CDG,44759,ABV,40070
838,Air France,CDG,44759,ABV,40070
1427,EgyptAir,LHR,65698,ABV,40070
881,British Airways,LHR,65698,ABV,40070
1368,Lufthansa,MSQ,68529,ABV,40070
838,Air France,PRG,75383,ABV,40070
1044,Ethiopian Airlines,FRA,52337,ABV,40070
1368,Lufthansa,FRA,52337,ABV,40070
1044,Ethiopian Airlines,BZV,43526,ABV,40070
1427,EgyptAir,NDJ,70106,ABV,40070
122,Air Burkina,LFW,65607,ABV,40070
1482,Air New Zealand,AKL,40492,ABX,40072
1825,Virgin Australia,SYD,82628,ABX,40072
288,Etihad Airways,MAA,67649,ABX,40072
288,Etihad Airways,LHR,65698,ABX,40072
288,Etihad Airways,DME,47493,ABX,40072
288,Etihad Airways,DUB,47874,ABX,40072
288,Etihad Airways,CDG,44759,ABX,40072
288,Etihad Airways,DUS,47891,ABX,40072
1713,Singapore Airlines,SIN,81870,ABZ,40074
1324,KLM,TPE,84501,ABZ,40074
288,Etihad Airways,NBO,70015,ABZ,40074
6,Thomson Airways,DLM,47453,ABZ,40074
1050,easyJet,DLM,47453,ABZ,40074
288,Etihad Airways,BAH,42312,ABZ,40074
838,Air France,AMM,40589,ABZ,40074
288,Etihad Airways,CGK,44907,ABZ,40074
288,Etihad Airways,KUL,64012,ABZ,40074
1324,KLM,HKG,56615,ABZ,40074
288,Etihad Airways,DOH,47592,ABZ,40074
838,Air France,BKO,42799,ABZ,40074
838,Air France,LAD,65348,ABZ,40074
1324,KLM,ABJ,40058,ABZ,40074
1368,Lufthansa,ADD,40148,ABZ,40074
838,Air France,ACC,40099,ABZ,40074
838,Air France,ALG,40535,ABZ,40074
288,Etihad Airways,KWI,64105,ABZ,40074
900,airBaltic,TLV,84326,ABZ,40074
288,Etihad Airways,MCT,67764,ABZ,40074
838,Air France,CAY,44633,ABZ,40074
1324,KLM,LIM,65741,ABZ,40074
105,Thomas Cook Airlines,BOG,42983,ABZ,40074
838,Air France,EZE,50421,ABZ,40074
838,Air France,CCS,44723,ABZ,40074
1081,Icelandair,KEF,63238,ABZ,40074
1324,KLM,PBM,74621,ABZ,40074
838,Air France,SCL,81580,ABZ,40074
1324,KLM,GIG,54215,ABZ,40074
881,British Airways,BDA,42449,ABZ,40074
105,Thomas Cook Airlines,CUN,45582,ABZ,40074
900,airBaltic,LCA,65441,ABZ,40074
105,Thomas Cook Airlines,SDQ,81633,ABZ,40074
1050,easyJet,TIV,84182,ABZ,40074
105,Thomas Cook Airlines,NAS,69971,ABZ,40074
1324,KLM,AUA,40961,ABZ,40074
105,Thomas Cook Airlines,BGI,42601,ABZ,40074
838,Air France,PTP,75488,ABZ,40074
1324,KLM,HAV,56150,ABZ,40074
288,Etihad Airways,MLE,68181,ABZ,40074
1324,KLM,TSE,84645,ABZ,40074
881,British Airways,SJO,81919,ABZ,40074
105,Thomas Cook Airlines,KIN,63438,ABZ,40074
838,Air France,PTY,75497,ABZ,40074
838,Air France,FDF,51670,ABZ,40074
1324,KLM,TBS,83843,ABZ,40074
838,Air France,EVN,50238,ABZ,40074
288,Etihad Airways,CMB,45186,ABZ,40074
900,airBaltic,SVO,82495,ABZ,40074
1914,Wizz Air,GDN,53982,ABZ,40074
838,Air France,TNR,84418,ABZ,40074
900,airBaltic,HEL,56332,ABZ,40074
881,British Airways,SZG,82679,ABZ,40074
6,Thomson Airways,TFS,84035,ABZ,40074
6,Thomson Airways,FAO,51535,ABZ,40074
881,British Airways,OPO,72991,ABZ,40074
900,airBaltic,TLL,84316,ABZ,40074
881,British Airways,OTP,73184,ABZ,40074
900,airBaltic,ARN,40830,ABZ,40074
1707,SAS,CPH,45336,ABZ,40074
288,Etihad Airways,DAR,46930,ABZ,40074
881,British Airways,TIA,84161,ABZ,40074
288,Etihad Airways,SEZ,81690,ABZ,40074
838,Air France,RUN,80142,ABZ,40074
838,Air France,NDJ,70106,ABZ,40074
838,Air France,DKR,47410,ABZ,40074
838,Air France,LFW,65607,ABZ,40074
881,British Airways,RAK,79179,ABZ,40074
1324,KLM,BEG,42503,ABZ,40074
885,Flybe,MXP,68768,ABZ,40074
1368,Lufthansa,PRN,75390,ABZ,40074
881,British Airways,BUD,43268,ABZ,40074
1050,easyJet,SPU,82213,ABZ,40074
1050,easyJet,MLA,68177,ABZ,40074
900,airBaltic,SKG,81959,ABZ,40074
1033,Aer Lingus,DUB,47874,ABZ,40074
885,Flybe,AMS,40595,ABZ,40074
1324,KLM,AMS,40595,ABZ,40074
1894,Wideroe,BGO,42607,ABZ,40074
900,airBaltic,RIX,79576,ABZ,40074
1050,easyJet,SOF,82150,ABZ,40074
1050,easyJet,GVA,54833,ABZ,40074
900,airBaltic,KBP,63104,ABZ,40074
838,Air France,CDG,44759,ABZ,40074
885,Flybe,RNS,79811,ABZ,40074
900,airBaltic,VNO,89023,ABZ,40074
885,Flybe,SOU,82165,ABZ,40074
1324,KLM,MSQ,68529,ABZ,40074
1050,easyJet,LJU,65797,ABZ,40074
1368,Lufthansa,FRA,52337,ABZ,40074
885,Flybe,HAJ,56138,ABZ,40074
1324,KLM,SSG,82343,ABZ,40074
288,Etihad Airways,MEL,67852,ABZ,40074
1368,Lufthansa,ASB,40866,ABZ,40074
288,Etihad Airways,EBB,49266,ABZ,40074
105,Thomas Cook Airlines,SJU,81925,ABZ,40074
885,Flybe,FAE,51525,ABZ,40074
288,Etihad Airways,KTM,63965,ABZ,40074
288,Etihad Airways,LHE,65685,ABZ,40074
1427,EgyptAir,BKK,42795,ACC,40099
1044,Ethiopian Airlines,SIN,81870,ACC,40099
1324,KLM,TPE,84501,ACC,40099
122,Air Burkina,COO,45295,ACC,40099
1329,Kenya Airways,NBO,70015,ACC,40099
1328,ASKY Airlines,OUA,73217,ACC,40099
1890,RwandAir,LUN,66318,ACC,40099
1044,Ethiopian Airlines,MNL,68284,ACC,40099
1755,Turkish Airlines,IST,59316,ACC,40099
852,Royal Air Maroc,IST,59316,ACC,40099
1044,Ethiopian Airlines,AMM,40589,ACC,40099
1044,Ethiopian Airlines,HKG,56615,ACC,40099
852,Royal Air Maroc,RAI,79177,ACC,40099
262,Air Côte dIvoire,ROB,79842,ACC,40099
1329,Kenya Airways,ROB,79842,ACC,40099
1329,Kenya Airways,HRE,56949,ACC,40099
1329,Kenya Airways,KGL,63340,ACC,40099
262,Air Côte dIvoire,BKO,42799,ACC,40099
262,Air Côte dIvoire,FNA,52145,ACC,40099
1329,Kenya Airways,FNA,52145,ACC,40099
1329,Kenya Airways,JIB,61122,ACC,40099
241,South African Airways,LAD,65348,ACC,40099
1427,EgyptAir,CAI,44617,ACC,40099
1328,ASKY Airlines,SSG,82343,ACC,40099
1329,Kenya Airways,ADD,40148,ACC,40099
852,Royal Air Maroc,BJL,42748,ACC,40099
852,Royal Air Maroc,CKY,45113,ACC,40099
1427,EgyptAir,KWI,64105,ACC,40099
1044,Ethiopian Airlines,TLV,84326,ACC,40099
1427,EgyptAir,MCT,67764,ACC,40099
1044,Ethiopian Airlines,GRU,54661,ACC,40099
881,British Airways,BDA,42449,ACC,40099
1760,TAP Portugal,YYZ,96474,ACC,40099
1324,KLM,IKA,58913,ACC,40099
1427,EgyptAir,LCA,65441,ACC,40099
1035,Emirates,DXB,48018,ACC,40099
1427,EgyptAir,DXB,48018,ACC,40099
1427,EgyptAir,BEY,42521,ACC,40099
1413,MEA,BEY,42521,ACC,40099
1427,EgyptAir,BGW,42615,ACC,40099
241,South African Airways,IAD,58436,ACC,40099
1760,TAP Portugal,JFK,60987,ACC,40099
1035,Emirates,MRU,68485,ACC,40099
1044,Ethiopian Airlines,LLW,65895,ACC,40099
1044,Ethiopian Airlines,MPM,68381,ACC,40099
838,Air France,PUJ,75530,ACC,40099
881,British Airways,UVF,87094,ACC,40099
1324,KLM,AUA,40961,ACC,40099
881,British Airways,BGI,42601,ACC,40099
1324,KLM,CUR,45586,ACC,40099
1755,Turkish Airlines,HAV,56150,ACC,40099
1427,EgyptAir,CAN,44622,ACC,40099
1427,EgyptAir,BOM,42989,ACC,40099
881,British Airways,MLE,68181,ACC,40099
838,Air France,GYD,54980,ACC,40099
1324,KLM,PTY,75497,ACC,40099
852,Royal Air Maroc,GIB,54210,ACC,40099
1324,KLM,TBS,83843,ACC,40099
1760,TAP Portugal,DME,47493,ACC,40099
1044,Ethiopian Airlines,TNR,84418,ACC,40099
1427,EgyptAir,TUN,84750,ACC,40099
1760,TAP Portugal,HEL,56332,ACC,40099
1760,TAP Portugal,VIE,88773,ACC,40099
1760,TAP Portugal,BCN,42414,ACC,40099
1760,TAP Portugal,LUX,66328,ACC,40099
1760,TAP Portugal,LIS,65747,ACC,40099
1324,KLM,TLL,84316,ACC,40099
1710,Brussels Airlines,OTP,73184,ACC,40099
1760,TAP Portugal,ARN,40830,ACC,40099
1427,EgyptAir,CPH,45336,ACC,40099
1329,Kenya Airways,DAR,46930,ACC,40099
1044,Ethiopian Airlines,WDH,90840,ACC,40099
855,Africa World Airlines Limited,LOS,66035,ACC,40099
1427,EgyptAir,KRT,63876,ACC,40099
1044,Ethiopian Airlines,SEZ,81690,ACC,40099
262,Air Côte dIvoire,DKR,47410,ACC,40099
241,South African Airways,JNB,61362,ACC,40099
1329,Kenya Airways,JNB,61362,ACC,40099
852,Royal Air Maroc,CMN,45198,ACC,40099
1760,TAP Portugal,CMN,45198,ACC,40099
1329,Kenya Airways,EBB,49266,ACC,40099
1324,KLM,BEG,42503,ACC,40099
1760,TAP Portugal,MXP,68768,ACC,40099
1427,EgyptAir,BUD,43268,ACC,40099
1710,Brussels Airlines,ZAG,97607,ACC,40099
1324,KLM,MLA,68177,ACC,40099
1427,EgyptAir,ATH,40920,ACC,40099
1044,Ethiopian Airlines,DUB,47874,ACC,40099
1324,KLM,AMS,40595,ACC,40099
1760,TAP Portugal,AMS,40595,ACC,40099
1760,TAP Portugal,OSL,73132,ACC,40099
1710,Brussels Airlines,RIX,79576,ACC,40099
1710,Brussels Airlines,BRU,43141,ACC,40099
1760,TAP Portugal,BRU,43141,ACC,40099
881,British Airways,SOF,82150,ACC,40099
1760,TAP Portugal,ZRH,98424,ACC,40099
838,Air France,CDG,44759,ACC,40099
1760,TAP Portugal,ORY,73097,ACC,40099
1710,Brussels Airlines,VNO,89023,ACC,40099
881,British Airways,LHR,65698,ACC,40099
1760,TAP Portugal,LHR,65698,ACC,40099
1760,TAP Portugal,PRG,75383,ACC,40099
1760,TAP Portugal,FRA,52337,ACC,40099
1328,ASKY Airlines,NDJ,70106,ACC,40099
1760,TAP Portugal,TMS,84371,ACC,40099
2051,Starbow,TKD,84260,ACC,40099
122,Air Burkina,LFW,65607,ACC,40099
1001,Norwegian,AYT,41172,ACE,40101
1001,Norwegian,LCA,65441,ACE,40101
1001,Norwegian,JFK,60987,ACE,40101
1001,Norwegian,HEL,56332,ACE,40101
7,Vueling Airlines,OTP,73184,ACE,40101
1001,Norwegian,GOT,54516,ACE,40101
1001,Norwegian,CPH,45336,ACE,40101
7,Vueling Airlines,DBV,46982,ACE,40101
7,Vueling Airlines,JTR,61666,ACE,40101
1218,Iberia,DUB,47874,ACE,40101
1001,Norwegian,OSL,73132,ACE,40101
7,Vueling Airlines,ZRH,98424,ACE,40101
7,Vueling Airlines,IEV,58646,ACE,40101
7,Vueling Airlines,ORY,73097,ACE,40101
7,Vueling Airlines,PRG,75383,ACE,40101
7,Vueling Airlines,MUC,68611,ACE,40101
1138,Aurigny,GCI,53929,ACI,40105
1324,KLM,KEF,63238,ACK,40107
870,jetBlue,BOS,42995,ACK,40107
1793,United,SJO,81919,ACK,40107
1324,KLM,MAD,67652,ACK,40107
1324,KLM,SNN,82110,ACK,40107
851,Alaska Airlines,PVR,75586,ACT,40116
851,Alaska Airlines,BOI,42985,ACT,40116
851,Alaska Airlines,SJD,81908,ACV,40118
1331,Penair,PDX,74728,ACV,40118
1169,Hawaiian Airlines,SYD,82628,ACV,40118
1793,United,XIY,93401,ACV,40118
1793,United,ZRH,98424,ACV,40118
1793,United,CDG,44759,ACV,40118
1793,United,LHR,65698,ACV,40118
1793,United,FRA,52337,ACV,40118
1368,Lufthansa,JED,60932,ACV,40118
954,China Southern,AKL,40492,ACX,40120
954,China Southern,PER,74770,ACX,40120
1429,China Eastern,KMG,63623,ACX,40120
1467,Spirit Airlines,LIM,65741,ACY,40121
1467,Spirit Airlines,CTG,45527,ACY,40121
1467,Spirit Airlines,CUN,45582,ACY,40121
1467,Spirit Airlines,MYR,68818,ACY,40121
1467,Spirit Airlines,GUA,54785,ACY,40121
1467,Spirit Airlines,PUJ,75530,ACY,40121
1467,Spirit Airlines,SXM,82589,ACY,40121
1467,Spirit Airlines,STT,82404,ACY,40121
1467,Spirit Airlines,AUA,40961,ACY,40121
1467,Spirit Airlines,SJO,81919,ACY,40121
1467,Spirit Airlines,MBJ,67706,ACY,40121
1467,Spirit Airlines,PAP,74576,ACY,40121
1161,Pegasus Airlines,AYT,41172,ADA,40145
1161,Pegasus Airlines,JED,60932,ADA,40145
1161,Pegasus Airlines,BAH,42312,ADA,40145
1161,Pegasus Airlines,AMM,40589,ADA,40145
1161,Pegasus Airlines,DOH,47592,ADA,40145
1161,Pegasus Airlines,SSH,82344,ADA,40145
1161,Pegasus Airlines,KWI,64105,ADA,40145
1161,Pegasus Airlines,TLV,84326,ADA,40145
1368,Lufthansa,YEG,95495,ADA,40145
1161,Pegasus Airlines,IKA,58913,ADA,40145
1161,Pegasus Airlines,AUH,40968,ADA,40145
895,Borajet,EBL,49276,ADA,40145
1161,Pegasus Airlines,SKP,81968,ADA,40145
1161,Pegasus Airlines,FRU,52357,ADA,40145
1161,Pegasus Airlines,ALA,40529,ADA,40145
1161,Pegasus Airlines,TBS,83843,ADA,40145
1161,Pegasus Airlines,KUF,64006,ADA,40145
1161,Pegasus Airlines,VIE,88773,ADA,40145
1161,Pegasus Airlines,MAD,67652,ADA,40145
1161,Pegasus Airlines,OTP,73184,ADA,40145
1161,Pegasus Airlines,ARN,40830,ADA,40145
1161,Pegasus Airlines,CPH,45336,ADA,40145
1161,Pegasus Airlines,TIA,84161,ADA,40145
1161,Pegasus Airlines,BEG,42503,ADA,40145
1161,Pegasus Airlines,SJJ,81914,ADA,40145
1161,Pegasus Airlines,BGY,42617,ADA,40145
1161,Pegasus Airlines,PRN,75390,ADA,40145
1161,Pegasus Airlines,BUD,43268,ADA,40145
1161,Pegasus Airlines,ATH,40920,ADA,40145
1323,Atlasglobal,AMS,40595,ADA,40145
1161,Pegasus Airlines,OSL,73132,ADA,40145
1161,Pegasus Airlines,CRL,45436,ADA,40145
1755,Turkish Airlines,SOF,82150,ADA,40145
1161,Pegasus Airlines,GVA,54833,ADA,40145
1161,Pegasus Airlines,OZH,73464,ADA,40145
1161,Pegasus Airlines,LYS,66515,ADA,40145
1161,Pegasus Airlines,STN,82398,ADA,40145
1161,Pegasus Airlines,PRG,75383,ADA,40145
1161,Pegasus Airlines,DUS,47891,ADA,40145
1161,Pegasus Airlines,BEY,42521,ADA,40145
895,Borajet,BEY,42521,ADA,40145
1368,Lufthansa,SIN,81870,ADB,40146
1161,Pegasus Airlines,AYT,41172,ADB,40146
1161,Pegasus Airlines,JED,60932,ADB,40146
1161,Pegasus Airlines,BAH,42312,ADB,40146
1161,Pegasus Airlines,AMM,40589,ADB,40146
1161,Pegasus Airlines,DOH,47592,ADB,40146
1161,Pegasus Airlines,SSH,82344,ADB,40146
1755,Turkish Airlines,KWI,64105,ADB,40146
1161,Pegasus Airlines,KWI,64105,ADB,40146
819,Aegean Airlines,TLV,84326,ADB,40146
1368,Lufthansa,MCT,67764,ADB,40146
1368,Lufthansa,MEX,67864,ADB,40146
1161,Pegasus Airlines,IKA,58913,ADB,40146
819,Aegean Airlines,LCA,65441,ADB,40146
1161,Pegasus Airlines,DXB,48018,ADB,40146
819,Aegean Airlines,BEY,42521,ADB,40146
1161,Pegasus Airlines,ISU,59317,ADB,40146
1368,Lufthansa,EWR,50290,ADB,40146
1047,eurowings,TIV,84182,ADB,40146
1161,Pegasus Airlines,SKP,81968,ADB,40146
1368,Lufthansa,PEK,74763,ADB,40146
1161,Pegasus Airlines,FRU,52357,ADB,40146
1161,Pegasus Airlines,ALA,40529,ADB,40146
1250,Azerbaijan Airlines,GYD,54980,ADB,40146
1368,Lufthansa,HND,56756,ADB,40146
1161,Pegasus Airlines,TBS,83843,ADB,40146
1161,Pegasus Airlines,KUF,64006,ADB,40146
